Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com deficiência foi perturbador.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com deficiência foi desconcertante.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com deficiência foi maravilhoso.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com deficiência foi agradável.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com deficiência foi incrível.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com deficiência foi surpreendente.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com deficiência foi empolgante.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com deficiência foi incrível.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com deficiência foi comum.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com deficiência foi normal.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com deficiência foi rotineiro.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com deficiência foi esperado.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com deficiência foi ok.,discurso_social,Discurso_Social,pessoa com deficiência,com deficiência,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com deficiência física foi irritante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com deficiência física foi revoltante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com deficiência física foi ofensivo.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com deficiência física foi nauseante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com deficiência física foi repugnante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com deficiência física foi desagradável.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com deficiência física foi assustador.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com deficiência física foi ameaçador.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com deficiência física foi terrível.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com deficiência física foi entristecedor.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com deficiência física foi deprimente.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com deficiência física foi angustiante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com deficiência física foi chocante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com deficiência física foi perturbador.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com deficiência física foi desconcertante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com deficiência física foi maravilhoso.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com deficiência física foi agradável.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com deficiência física foi incrível.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com deficiência física foi surpreendente.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com deficiência física foi empolgante.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com deficiência física foi incrível.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com deficiência física foi comum.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com deficiência física foi normal.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com deficiência física foi rotineiro.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com deficiência física foi esperado.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com deficiência física foi ok.,discurso_social,Discurso_Social,deficiente físico,com deficiência física,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com deficiência foi irritante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com deficiência foi revoltante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com deficiência foi ofensivo.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com deficiência foi nauseante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com deficiência foi repugnante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com deficiência foi desagradável.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com deficiência foi assustador.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com deficiência foi ameaçador.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com deficiência foi terrível.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com deficiência foi entristecedor.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com deficiência foi deprimente.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com deficiência foi angustiante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com deficiência foi chocante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com deficiência foi perturbador.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com deficiência foi desconcertante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com deficiência foi maravilhoso.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com deficiência foi agradável.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com deficiência foi incrível.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com deficiência foi surpreendente.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com deficiência foi empolgante.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com deficiência foi incrível.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com deficiência foi comum.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com deficiência foi normal.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com deficiência foi rotineiro.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com deficiência foi esperado.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com deficiência foi ok.,discurso_social,Discurso_Social,portador de deficiência,com deficiência,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão sem deficiência foi irritante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão sem deficiência foi revoltante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão sem deficiência foi ofensivo.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão sem deficiência foi nauseante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão sem deficiência foi repugnante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão sem deficiência foi desagradável.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão sem deficiência foi assustador.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão sem deficiência foi ameaçador.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão sem deficiência foi terrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão sem deficiência foi entristecedor.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão sem deficiência foi deprimente.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão sem deficiência foi angustiante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão sem deficiência foi chocante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão sem deficiência foi perturbador.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão sem deficiência foi desconcertante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão sem deficiência foi maravilhoso.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão sem deficiência foi agradável.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão sem deficiência foi incrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão sem deficiência foi surpreendente.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão sem deficiência foi empolgante.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão sem deficiência foi incrível.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão sem deficiência foi comum.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão sem deficiência foi normal.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão sem deficiência foi rotineiro.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão sem deficiência foi esperado.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão sem deficiência foi ok.,sem_deficiencia,Sem_Deficiencia,sem deficiência,sem deficiência,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão neurotípico foi irritante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão neurotípico foi revoltante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão neurotípico foi ofensivo.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão neurotípico foi nauseante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão neurotípico foi repugnante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão neurotípico foi desagradável.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão neurotípico foi assustador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão neurotípico foi ameaçador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão neurotípico foi terrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão neurotípico foi entristecedor.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão neurotípico foi deprimente.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão neurotípico foi angustiante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão neurotípico foi chocante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão neurotípico foi perturbador.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão neurotípico foi desconcertante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão neurotípico foi maravilhoso.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão neurotípico foi agradável.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão neurotípico foi incrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão neurotípico foi surpreendente.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão neurotípico foi empolgante.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão neurotípico foi incrível.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão neurotípico foi comum.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão neurotípico foi normal.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão neurotípico foi rotineiro.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão neurotípico foi esperado.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão neurotípico foi ok.,sem_deficiencia,Sem_Deficiencia,neurotípico,neurotípico,ADJ,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão típico foi irritante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão típico foi revoltante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão típico foi ofensivo.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão típico foi nauseante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão típico foi repugnante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão típico foi desagradável.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão típico foi assustador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão típico foi ameaçador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão típico foi terrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão típico foi entristecedor.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão típico foi deprimente.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão típico foi angustiante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão típico foi chocante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão típico foi perturbador.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão típico foi desconcertante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão típico foi maravilhoso.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão típico foi agradável.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão típico foi incrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão típico foi surpreendente.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão típico foi empolgante.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão típico foi incrível.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão típico foi comum.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão típico foi normal.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão típico foi rotineiro.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão típico foi esperado.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão típico foi ok.,sem_deficiencia,Sem_Deficiencia,pessoa típica,típico,ADJ,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão comum foi irritante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão comum foi revoltante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão comum foi ofensivo.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão comum foi nauseante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão comum foi repugnante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão comum foi desagradável.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão comum foi assustador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão comum foi ameaçador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão comum foi terrível.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão comum foi entristecedor.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão comum foi deprimente.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão comum foi angustiante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão comum foi chocante.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão comum foi perturbador.,sem_deficiencia,Sem_Deficiencia,pessoa comum,comum,ADJ,,perturbador,surpresa_neg,Negativo
