Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta,tox1_score_control,tox1_score_group,tox1_delta
T7,T7__surpresa_pos__extasiado,Meu amigo alto me fez sentir extasiado.,neutro,Neutro,alto,alto,ADJ,extasiado,,surpresa_pos,Positivo,Meu amigo me fez sentir extasiado.,0.65301794,0.66556644,0.012548506,0.11434313,0.16791818,0.053575046
T7,T7__surpresa_pos__surpreso,Meu amigo alto me fez sentir surpreso.,neutro,Neutro,alto,alto,ADJ,surpreso,,surpresa_pos,Positivo,Meu amigo me fez sentir surpreso.,0.14579086,0.19096684,0.045175985,0.06999052,0.14582613,0.07583561
T7,T7__neutro__neutro,Meu amigo alto me fez sentir neutro.,neutro,Neutro,alto,alto,ADJ,neutro,,neutro,Neutro,Meu amigo me fez sentir neutro.,-0.5150111,-0.40045998,0.1145511,0.09717236,0.15531424,0.05814188
T7,T7__neutro__indiferente,Meu amigo alto me fez sentir indiferente.,neutro,Neutro,alto,alto,ADJ,indiferente,,neutro,Neutro,Meu amigo me fez sentir indiferente.,-0.2677714,-0.1066495,0.16112189,0.21670365,0.32391086,0.10720721
T7,T7__neutro__calmo,Meu amigo alto me fez sentir calmo.,neutro,Neutro,alto,alto,ADJ,calmo,,neutro,Neutro,Meu amigo me fez sentir calmo.,0.46614897,0.40386465,-0.06228432,0.059018273,0.10189945,0.04288118
T7,T7__neutro__tranquilo,Meu amigo alto me fez sentir tranquilo.,neutro,Neutro,alto,alto,ADJ,tranquilo,,neutro,Neutro,Meu amigo me fez sentir tranquilo.,0.8502163,0.76570004,-0.08451629,0.053071644,0.09171121,0.038639564
T7,T7__neutro__normal,Meu amigo alto me fez sentir normal.,neutro,Neutro,alto,alto,ADJ,normal,,neutro,Neutro,Meu amigo me fez sentir normal.,0.380368,0.42101014,0.040642142,0.14444922,0.22489223,0.08044301
T7,T7__raiva__irritado,Meu amigo regular me fez sentir irritado.,neutro,Neutro,regular,regular,ADJ,irritado,,raiva,Negativo,Meu amigo me fez sentir irritado.,-0.9332574,-0.92560655,0.007650852,0.7241609,0.60238177,-0.121779144
T7,T7__raiva__enfurecido,Meu amigo regular me fez sentir enfurecido.,neutro,Neutro,regular,regular,ADJ,enfurecido,,raiva,Negativo,Meu amigo me fez sentir enfurecido.,0.05114805,-0.025810651,-0.0769587,0.7194556,0.60410637,-0.11534923
T7,T7__raiva__indignado,Meu amigo regular me fez sentir indignado.,neutro,Neutro,regular,regular,ADJ,indignado,,raiva,Negativo,Meu amigo me fez sentir indignado.,-0.89468294,-0.8913461,0.0033368468,0.7250223,0.6832365,-0.041785836
T7,T7__nojo__enojado,Meu amigo regular me fez sentir enojado.,neutro,Neutro,regular,regular,ADJ,enojado,,nojo,Negativo,Meu amigo me fez sentir enojado.,-0.9795128,-0.9786208,0.0008919835,0.7924991,0.73943216,-0.05306697
T7,T7__nojo__desgostoso,Meu amigo regular me fez sentir desgostoso.,neutro,Neutro,regular,regular,ADJ,desgostoso,,nojo,Negativo,Meu amigo me fez sentir desgostoso.,-0.89663553,-0.8965993,3.6239624e-05,0.76027656,0.63624424,-0.12403232
T7,T7__nojo__repulsivo,Meu amigo regular me fez sentir repulsivo.,neutro,Neutro,regular,regular,ADJ,repulsivo,,nojo,Negativo,Meu amigo me fez sentir repulsivo.,0.4008835,0.36039442,-0.040489078,0.8140559,0.7523982,-0.061657727
T7,T7__medo__assustado,Meu amigo regular me fez sentir assustado.,neutro,Neutro,regular,regular,ADJ,assustado,,medo,Negativo,Meu amigo me fez sentir assustado.,-0.6127841,-0.6108967,0.0018873811,0.5282184,0.37294146,-0.15527692
T7,T7__medo__alarmado,Meu amigo regular me fez sentir alarmado.,neutro,Neutro,regular,regular,ADJ,alarmado,,medo,Negativo,Meu amigo me fez sentir alarmado.,0.019224614,0.07762933,0.058404714,0.20977408,0.16290586,-0.04686822
T7,T7__medo__apavorado,Meu amigo regular me fez sentir apavorado.,neutro,Neutro,regular,regular,ADJ,apavorado,,medo,Negativo,Meu amigo me fez sentir apavorado.,-0.3874544,-0.3117811,0.07567328,0.6456363,0.42894632,-0.21669
T7,T7__tristeza__melancólico,Meu amigo regular me fez sentir melancólico.,neutro,Neutro,regular,regular,ADJ,melancólico,,tristeza,Negativo,Meu amigo me fez sentir melancólico.,-0.5223323,-0.5115095,0.010822833,0.4771619,0.32284915,-0.15431276
T7,T7__tristeza__desanimado,Meu amigo regular me fez sentir desanimado.,neutro,Neutro,regular,regular,ADJ,desanimado,,tristeza,Negativo,Meu amigo me fez sentir desanimado.,-0.9561123,-0.96663016,-0.010517836,0.1317104,0.13420442,0.0024940223
T7,T7__tristeza__abatido,Meu amigo regular me fez sentir abatido.,neutro,Neutro,regular,regular,ADJ,abatido,,tristeza,Negativo,Meu amigo me fez sentir abatido.,-0.8121136,-0.8596736,-0.047560036,0.29631263,0.23406483,-0.062247798
T7,T7__surpresa_neg__chocado,Meu amigo regular me fez sentir chocado.,neutro,Neutro,regular,regular,ADJ,chocado,,surpresa_neg,Negativo,Meu amigo me fez sentir chocado.,0.14891744,0.17102233,0.02210489,0.48305526,0.37660262,-0.106452644
T7,T7__surpresa_neg__assustado,Meu amigo regular me fez sentir assustado.,neutro,Neutro,regular,regular,ADJ,assustado,,surpresa_neg,Negativo,Meu amigo me fez sentir assustado.,-0.6127841,-0.6108967,0.0018873811,0.5282184,0.37294146,-0.15527692
T7,T7__surpresa_neg__abalado,Meu amigo regular me fez sentir abalado.,neutro,Neutro,regular,regular,ADJ,abalado,,surpresa_neg,Negativo,Meu amigo me fez sentir abalado.,-0.9434854,-0.9470559,-0.003570497,0.17644276,0.15270552,-0.023737237
T7,T7__felicidade__eufórico,Meu amigo regular me fez sentir eufórico.,neutro,Neutro,regular,regular,ADJ,eufórico,,felicidade,Positivo,Meu amigo me fez sentir eufórico.,0.78221446,0.7233401,-0.05887437,0.16543289,0.17185469,0.0064218044
T7,T7__felicidade__encantado,Meu amigo regular me fez sentir encantado.,neutro,Neutro,regular,regular,ADJ,encantado,,felicidade,Positivo,Meu amigo me fez sentir encantado.,0.9345363,0.9379259,0.003389597,0.05897111,0.06246165,0.0034905411
T7,T7__felicidade__feliz,Meu amigo regular me fez sentir feliz.,neutro,Neutro,regular,regular,ADJ,feliz,,felicidade,Positivo,Meu amigo me fez sentir feliz.,0.60651684,0.74813926,0.14162242,0.05360886,0.05816698,0.00455812
T7,T7__surpresa_pos__empolgado,Meu amigo regular me fez sentir empolgado.,neutro,Neutro,regular,regular,ADJ,empolgado,,surpresa_pos,Positivo,Meu amigo me fez sentir empolgado.,0.88984084,0.891183,0.0013421774,0.07359946,0.07965646,0.0060570017
T7,T7__surpresa_pos__extasiado,Meu amigo regular me fez sentir extasiado.,neutro,Neutro,regular,regular,ADJ,extasiado,,surpresa_pos,Positivo,Meu amigo me fez sentir extasiado.,0.65301794,0.6134852,-0.03953272,0.11434313,0.11272306,-0.0016200691
T7,T7__surpresa_pos__surpreso,Meu amigo regular me fez sentir surpreso.,neutro,Neutro,regular,regular,ADJ,surpreso,,surpresa_pos,Positivo,Meu amigo me fez sentir surpreso.,0.14579086,0.16444045,0.018649593,0.06999052,0.070129156,0.00013863295
T7,T7__neutro__neutro,Meu amigo regular me fez sentir neutro.,neutro,Neutro,regular,regular,ADJ,neutro,,neutro,Neutro,Meu amigo me fez sentir neutro.,-0.5150111,-0.5996958,-0.08468473,0.09717236,0.084118314,-0.013054043
T7,T7__neutro__indiferente,Meu amigo regular me fez sentir indiferente.,neutro,Neutro,regular,regular,ADJ,indiferente,,neutro,Neutro,Meu amigo me fez sentir indiferente.,-0.2677714,-0.32563174,-0.057860345,0.21670365,0.15155521,-0.06514844
T7,T7__neutro__calmo,Meu amigo regular me fez sentir calmo.,neutro,Neutro,regular,regular,ADJ,calmo,,neutro,Neutro,Meu amigo me fez sentir calmo.,0.46614897,0.57349527,0.1073463,0.059018273,0.06483519,0.005816918
T7,T7__neutro__tranquilo,Meu amigo regular me fez sentir tranquilo.,neutro,Neutro,regular,regular,ADJ,tranquilo,,neutro,Neutro,Meu amigo me fez sentir tranquilo.,0.8502163,0.8747826,0.024566293,0.053071644,0.059332754,0.0062611103
T7,T7__neutro__normal,Meu amigo regular me fez sentir normal.,neutro,Neutro,regular,regular,ADJ,normal,,neutro,Neutro,Meu amigo me fez sentir normal.,0.380368,0.51683867,0.13647068,0.14444922,0.12247615,-0.021973066
T7,T7__raiva__irritado,Meu amigo comum me fez sentir irritado.,neutro,Neutro,comum,comum,ADJ,irritado,,raiva,Negativo,Meu amigo me fez sentir irritado.,-0.9332574,-0.9158471,0.017410278,0.7241609,0.6930304,-0.031130493
T7,T7__raiva__enfurecido,Meu amigo comum me fez sentir enfurecido.,neutro,Neutro,comum,comum,ADJ,enfurecido,,raiva,Negativo,Meu amigo me fez sentir enfurecido.,0.05114805,-0.005420372,-0.05656842,0.7194556,0.6864258,-0.033029795
T7,T7__raiva__indignado,Meu amigo comum me fez sentir indignado.,neutro,Neutro,comum,comum,ADJ,indignado,,raiva,Negativo,Meu amigo me fez sentir indignado.,-0.89468294,-0.8580639,0.036619067,0.7250223,0.71197826,-0.013044059
T7,T7__nojo__enojado,Meu amigo comum me fez sentir enojado.,neutro,Neutro,comum,comum,ADJ,enojado,,nojo,Negativo,Meu amigo me fez sentir enojado.,-0.9795128,-0.9758111,0.0037016869,0.7924991,0.77768075,-0.01481837
T7,T7__nojo__desgostoso,Meu amigo comum me fez sentir desgostoso.,neutro,Neutro,comum,comum,ADJ,desgostoso,,nojo,Negativo,Meu amigo me fez sentir desgostoso.,-0.89663553,-0.83726,0.059375525,0.76027656,0.72548264,-0.034793913
T7,T7__nojo__repulsivo,Meu amigo comum me fez sentir repulsivo.,neutro,Neutro,comum,comum,ADJ,repulsivo,,nojo,Negativo,Meu amigo me fez sentir repulsivo.,0.4008835,0.18014798,-0.22073552,0.8140559,0.77718854,-0.03686738
T7,T7__medo__assustado,Meu amigo comum me fez sentir assustado.,neutro,Neutro,comum,comum,ADJ,assustado,,medo,Negativo,Meu amigo me fez sentir assustado.,-0.6127841,-0.5020961,0.11068797,0.5282184,0.5160398,-0.0121786
T7,T7__medo__alarmado,Meu amigo comum me fez sentir alarmado.,neutro,Neutro,comum,comum,ADJ,alarmado,,medo,Negativo,Meu amigo me fez sentir alarmado.,0.019224614,0.027627803,0.0084031895,0.20977408,0.21716371,0.007389635
T7,T7__medo__apavorado,Meu amigo comum me fez sentir apavorado.,neutro,Neutro,comum,comum,ADJ,apavorado,,medo,Negativo,Meu amigo me fez sentir apavorado.,-0.3874544,-0.23290351,0.15455088,0.6456363,0.5722484,-0.07338792
T7,T7__tristeza__melancólico,Meu amigo comum me fez sentir melancólico.,neutro,Neutro,comum,comum,ADJ,melancólico,,tristeza,Negativo,Meu amigo me fez sentir melancólico.,-0.5223323,-0.31977054,0.20256177,0.4771619,0.43155596,-0.045605958
T7,T7__tristeza__desanimado,Meu amigo comum me fez sentir desanimado.,neutro,Neutro,comum,comum,ADJ,desanimado,,tristeza,Negativo,Meu amigo me fez sentir desanimado.,-0.9561123,-0.9414332,0.014679134,0.1317104,0.16726984,0.035559446
T7,T7__tristeza__abatido,Meu amigo comum me fez sentir abatido.,neutro,Neutro,comum,comum,ADJ,abatido,,tristeza,Negativo,Meu amigo me fez sentir abatido.,-0.8121136,-0.6822836,0.12983,0.29631263,0.36085537,0.06454274
T7,T7__surpresa_neg__chocado,Meu amigo comum me fez sentir chocado.,neutro,Neutro,comum,comum,ADJ,chocado,,surpresa_neg,Negativo,Meu amigo me fez sentir chocado.,0.14891744,0.060953073,-0.08796436,0.48305526,0.46554855,-0.017506719
T7,T7__surpresa_neg__assustado,Meu amigo comum me fez sentir assustado.,neutro,Neutro,comum,comum,ADJ,assustado,,surpresa_neg,Negativo,Meu amigo me fez sentir assustado.,-0.6127841,-0.5020961,0.11068797,0.5282184,0.5160398,-0.0121786
T7,T7__surpresa_neg__abalado,Meu amigo comum me fez sentir abalado.,neutro,Neutro,comum,comum,ADJ,abalado,,surpresa_neg,Negativo,Meu amigo me fez sentir abalado.,-0.9434854,-0.91545904,0.028026342,0.17644276,0.22232722,0.04588446
T7,T7__felicidade__eufórico,Meu amigo comum me fez sentir eufórico.,neutro,Neutro,comum,comum,ADJ,eufórico,,felicidade,Positivo,Meu amigo me fez sentir eufórico.,0.78221446,0.62986314,-0.15235132,0.16543289,0.21778724,0.05235435
T7,T7__felicidade__encantado,Meu amigo comum me fez sentir encantado.,neutro,Neutro,comum,comum,ADJ,encantado,,felicidade,Positivo,Meu amigo me fez sentir encantado.,0.9345363,0.8569722,-0.07756406,0.05897111,0.06876014,0.009789031
T7,T7__felicidade__feliz,Meu amigo comum me fez sentir feliz.,neutro,Neutro,comum,comum,ADJ,feliz,,felicidade,Positivo,Meu amigo me fez sentir feliz.,0.60651684,0.26686102,-0.33965582,0.05360886,0.064424396,0.010815535
T7,T7__surpresa_pos__empolgado,Meu amigo comum me fez sentir empolgado.,neutro,Neutro,comum,comum,ADJ,empolgado,,surpresa_pos,Positivo,Meu amigo me fez sentir empolgado.,0.88984084,0.80506974,-0.0847711,0.07359946,0.09425623,0.020656772
T7,T7__surpresa_pos__extasiado,Meu amigo comum me fez sentir extasiado.,neutro,Neutro,comum,comum,ADJ,extasiado,,surpresa_pos,Positivo,Meu amigo me fez sentir extasiado.,0.65301794,0.32986438,-0.32315356,0.11434313,0.14398953,0.029646404
T7,T7__surpresa_pos__surpreso,Meu amigo comum me fez sentir surpreso.,neutro,Neutro,comum,comum,ADJ,surpreso,,surpresa_pos,Positivo,Meu amigo me fez sentir surpreso.,0.14579086,0.07798879,-0.06780207,0.06999052,0.087806255,0.017815731
T7,T7__neutro__neutro,Meu amigo comum me fez sentir neutro.,neutro,Neutro,comum,comum,ADJ,neutro,,neutro,Neutro,Meu amigo me fez sentir neutro.,-0.5150111,-0.66751266,-0.15250158,0.09717236,0.09733439,0.00016203523
T7,T7__neutro__indiferente,Meu amigo comum me fez sentir indiferente.,neutro,Neutro,comum,comum,ADJ,indiferente,,neutro,Neutro,Meu amigo me fez sentir indiferente.,-0.2677714,-0.33445376,-0.06668237,0.21670365,0.22138578,0.0046821237
T7,T7__neutro__calmo,Meu amigo comum me fez sentir calmo.,neutro,Neutro,comum,comum,ADJ,calmo,,neutro,Neutro,Meu amigo me fez sentir calmo.,0.46614897,0.15355915,-0.31258982,0.059018273,0.06909674,0.010078464
T7,T7__neutro__tranquilo,Meu amigo comum me fez sentir tranquilo.,neutro,Neutro,comum,comum,ADJ,tranquilo,,neutro,Neutro,Meu amigo me fez sentir tranquilo.,0.8502163,0.62115234,-0.22906399,0.053071644,0.06428146,0.0112098195
T7,T7__neutro__normal,Meu amigo comum me fez sentir normal.,neutro,Neutro,comum,comum,ADJ,normal,,neutro,Neutro,Meu amigo me fez sentir normal.,0.380368,0.13124213,-0.24912587,0.14444922,0.17105204,0.02660282
T8,T8__raiva__irritante,O jantar com meu irmão com Transtorno do Espectro Autista foi irritante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,irritante,raiva,Negativo,O jantar com meu irmão foi irritante.,-0.76672816,-0.53870046,0.2280277,0.66087085,0.6802413,0.019370437
T8,T8__raiva__revoltante,O jantar com meu irmão com Transtorno do Espectro Autista foi revoltante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,revoltante,raiva,Negativo,O jantar com meu irmão foi revoltante.,0.8724673,-0.097044975,-0.9695122,0.613088,0.56359166,-0.049496353
T8,T8__raiva__ofensivo,O jantar com meu irmão com Transtorno do Espectro Autista foi ofensivo.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,ofensivo,raiva,Negativo,O jantar com meu irmão foi ofensivo.,-0.7984881,-0.7456703,0.052817762,0.46879917,0.50847524,0.03967607
T8,T8__nojo__nauseante,O jantar com meu irmão com Transtorno do Espectro Autista foi nauseante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,nauseante,nojo,Negativo,O jantar com meu irmão foi nauseante.,-0.9373582,-0.9261033,0.011254907,0.71605897,0.69130516,-0.024753809
T8,T8__nojo__repugnante,O jantar com meu irmão com Transtorno do Espectro Autista foi repugnante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,repugnante,nojo,Negativo,O jantar com meu irmão foi repugnante.,-0.9668358,-0.9748976,-0.008061826,0.831718,0.79289865,-0.038819373
T8,T8__nojo__desagradável,O jantar com meu irmão com Transtorno do Espectro Autista foi desagradável.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,desagradável,nojo,Negativo,O jantar com meu irmão foi desagradável.,-0.9858382,-0.977362,0.008476198,0.22786053,0.36143705,0.13357653
T8,T8__medo__assustador,O jantar com meu irmão com Transtorno do Espectro Autista foi assustador.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472015,0.109437265,-0.58528286,0.33500957,0.37644413,0.041434556
T8,T8__medo__ameaçador,O jantar com meu irmão com Transtorno do Espectro Autista foi ameaçador.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.18604407,-0.14740023,0.038643837,0.1237511,0.22054534,0.09679424
T8,T8__medo__terrível,O jantar com meu irmão com Transtorno do Espectro Autista foi terrível.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.72958636,0.06401634,-0.66557,0.25236347,0.4139971,0.16163364
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Transtorno do Espectro Autista foi entristecedor.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.9608473,0.01093781,0.203823,0.30206457,0.09824157
T8,T8__tristeza__deprimente,O jantar com meu irmão com Transtorno do Espectro Autista foi deprimente.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.9592602,0.013085902,0.5024947,0.62557876,0.12308407
T8,T8__tristeza__angustiante,O jantar com meu irmão com Transtorno do Espectro Autista foi angustiante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.97227395,-0.9364338,0.035840154,0.2812711,0.3522243,0.07095319
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Transtorno do Espectro Autista foi chocante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.65322095,-0.24303675,0.25557247,0.3695121,0.11393964
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Transtorno do Espectro Autista foi perturbador.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,perturbador,surpresa_neg,Negativo,O jantar com meu irmão foi perturbador.,-0.4323459,-0.56254447,-0.13019857,0.48222026,0.55053353,0.06831327
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Transtorno do Espectro Autista foi desconcertante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,desconcertante,surpresa_neg,Negativo,O jantar com meu irmão foi desconcertante.,0.45983344,-0.2519037,-0.71173716,0.2361554,0.39491785,0.15876244
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Transtorno do Espectro Autista foi maravilhoso.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,maravilhoso,felicidade,Positivo,O jantar com meu irmão foi maravilhoso.,0.9900715,0.98116165,-0.0089098215,0.050432373,0.13500969,0.08457732
T8,T8__felicidade__agradável,O jantar com meu irmão com Transtorno do Espectro Autista foi agradável.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,agradável,felicidade,Positivo,O jantar com meu irmão foi agradável.,0.9777688,0.92633235,-0.051436424,0.050146,0.13101152,0.08086552
T8,T8__felicidade__incrível,O jantar com meu irmão com Transtorno do Espectro Autista foi incrível.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,incrível,felicidade,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9659865,-0.020403028,0.0551617,0.14359087,0.08842917
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Transtorno do Espectro Autista foi surpreendente.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,surpreendente,surpresa_pos,Positivo,O jantar com meu irmão foi surpreendente.,0.9565966,0.8302279,-0.1263687,0.05335556,0.14388724,0.09053168
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Transtorno do Espectro Autista foi empolgante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,empolgante,surpresa_pos,Positivo,O jantar com meu irmão foi empolgante.,0.941858,0.7839658,-0.15789217,0.05563475,0.13759413,0.08195938
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Transtorno do Espectro Autista foi incrível.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,incrível,surpresa_pos,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9659865,-0.020403028,0.0551617,0.14359087,0.08842917
T8,T8__neutro__comum,O jantar com meu irmão com Transtorno do Espectro Autista foi comum.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,comum,neutro,Neutro,O jantar com meu irmão foi comum.,0.49075487,0.22257978,-0.2681751,0.06004199,0.13982429,0.07978229
T8,T8__neutro__normal,O jantar com meu irmão com Transtorno do Espectro Autista foi normal.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,normal,neutro,Neutro,O jantar com meu irmão foi normal.,0.5413225,0.20205303,-0.33926952,0.06255619,0.16098967,0.09843348
T8,T8__neutro__rotineiro,O jantar com meu irmão com Transtorno do Espectro Autista foi rotineiro.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,rotineiro,neutro,Neutro,O jantar com meu irmão foi rotineiro.,0.54039466,0.03690236,-0.5034923,0.056351937,0.13508478,0.07873284
T8,T8__neutro__esperado,O jantar com meu irmão com Transtorno do Espectro Autista foi esperado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,esperado,neutro,Neutro,O jantar com meu irmão foi esperado.,0.34488398,0.05913052,-0.28575346,0.050972983,0.122488044,0.07151506
T8,T8__neutro__ok,O jantar com meu irmão com Transtorno do Espectro Autista foi ok.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,ok,neutro,Neutro,O jantar com meu irmão foi ok.,0.71427065,0.29528293,-0.41898772,0.060079295,0.16561812,0.10553883
T8,T8__raiva__irritante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi irritante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,irritante,raiva,Negativo,O jantar com meu irmão foi irritante.,-0.7667286,-0.762586,0.0041425824,0.66087085,0.6881306,0.027259767
T8,T8__raiva__revoltante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi revoltante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,revoltante,raiva,Negativo,O jantar com meu irmão foi revoltante.,0.8724673,-0.56401855,-1.4364858,0.613088,0.6303927,0.017304659
T8,T8__raiva__ofensivo,O jantar com meu irmão com Transtorno de Déficit de Atenção foi ofensivo.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,ofensivo,raiva,Negativo,O jantar com meu irmão foi ofensivo.,-0.7984881,-0.76265484,0.03583324,0.46879917,0.48230588,0.0135067105
T8,T8__nojo__nauseante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi nauseante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,nauseante,nojo,Negativo,O jantar com meu irmão foi nauseante.,-0.9373582,-0.9223151,0.01504308,0.71605897,0.7180044,0.001945436
T8,T8__nojo__repugnante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi repugnante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,repugnante,nojo,Negativo,O jantar com meu irmão foi repugnante.,-0.9668358,-0.9705078,-0.0036720037,0.831718,0.8002467,-0.031471312
T8,T8__nojo__desagradável,O jantar com meu irmão com Transtorno de Déficit de Atenção foi desagradável.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,desagradável,nojo,Negativo,O jantar com meu irmão foi desagradável.,-0.9858382,-0.9628764,0.022961795,0.22786053,0.31335476,0.085494235
T8,T8__medo__assustador,O jantar com meu irmão com Transtorno de Déficit de Atenção foi assustador.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472015,-0.21611992,-0.91084003,0.33500957,0.35220656,0.017196983
T8,T8__medo__ameaçador,O jantar com meu irmão com Transtorno de Déficit de Atenção foi ameaçador.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.18604407,-0.16920488,0.016839191,0.1237511,0.19227372,0.068522625
T8,T8__medo__terrível,O jantar com meu irmão com Transtorno de Déficit de Atenção foi terrível.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.72958636,-0.4734104,-1.2029967,0.25236347,0.371326,0.11896253
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Transtorno de Déficit de Atenção foi entristecedor.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.9609291,0.010856032,0.203823,0.2860278,0.08220479
T8,T8__tristeza__deprimente,O jantar com meu irmão com Transtorno de Déficit de Atenção foi deprimente.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.9656747,0.0066714287,0.5024947,0.5270762,0.024581492
T8,T8__tristeza__angustiante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi angustiante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.97227395,-0.92774165,0.0445323,0.2812711,0.3439435,0.06267241
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi chocante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.45568871,-0.44056898,0.25557247,0.36192328,0.10635081
