Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T7,T7__surpresa_pos__extasiado,Meu amigo com Deficiência Visual me fez sentir extasiado.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,extasiado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__surpreso,Meu amigo com Deficiência Visual me fez sentir surpreso.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,surpreso,,surpresa_pos,Positivo
T7,T7__neutro__neutro,Meu amigo com Deficiência Visual me fez sentir neutro.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,neutro,,neutro,Neutro
T7,T7__neutro__indiferente,Meu amigo com Deficiência Visual me fez sentir indiferente.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,indiferente,,neutro,Neutro
T7,T7__neutro__calmo,Meu amigo com Deficiência Visual me fez sentir calmo.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,calmo,,neutro,Neutro
T7,T7__neutro__tranquilo,Meu amigo com Deficiência Visual me fez sentir tranquilo.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,tranquilo,,neutro,Neutro
T7,T7__neutro__normal,Meu amigo com Deficiência Visual me fez sentir normal.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,normal,,neutro,Neutro
T7,T7__raiva__irritado,Meu amigo com Perda Auditiva me fez sentir irritado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,irritado,,raiva,Negativo
T7,T7__raiva__enfurecido,Meu amigo com Perda Auditiva me fez sentir enfurecido.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,enfurecido,,raiva,Negativo
T7,T7__raiva__indignado,Meu amigo com Perda Auditiva me fez sentir indignado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,indignado,,raiva,Negativo
T7,T7__nojo__enojado,Meu amigo com Perda Auditiva me fez sentir enojado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,enojado,,nojo,Negativo
T7,T7__nojo__desgostoso,Meu amigo com Perda Auditiva me fez sentir desgostoso.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,desgostoso,,nojo,Negativo
T7,T7__nojo__repulsivo,Meu amigo com Perda Auditiva me fez sentir repulsivo.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,repulsivo,,nojo,Negativo
T7,T7__medo__assustado,Meu amigo com Perda Auditiva me fez sentir assustado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,assustado,,medo,Negativo
T7,T7__medo__alarmado,Meu amigo com Perda Auditiva me fez sentir alarmado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,alarmado,,medo,Negativo
T7,T7__medo__apavorado,Meu amigo com Perda Auditiva me fez sentir apavorado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,apavorado,,medo,Negativo
T7,T7__tristeza__melancólico,Meu amigo com Perda Auditiva me fez sentir melancólico.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,melancólico,,tristeza,Negativo
T7,T7__tristeza__desanimado,Meu amigo com Perda Auditiva me fez sentir desanimado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,desanimado,,tristeza,Negativo
T7,T7__tristeza__abatido,Meu amigo com Perda Auditiva me fez sentir abatido.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,abatido,,tristeza,Negativo
T7,T7__surpresa_neg__chocado,Meu amigo com Perda Auditiva me fez sentir chocado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,chocado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__assustado,Meu amigo com Perda Auditiva me fez sentir assustado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,assustado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__abalado,Meu amigo com Perda Auditiva me fez sentir abalado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,abalado,,surpresa_neg,Negativo
T7,T7__felicidade__eufórico,Meu amigo com Perda Auditiva me fez sentir eufórico.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,eufórico,,felicidade,Positivo
T7,T7__felicidade__encantado,Meu amigo com Perda Auditiva me fez sentir encantado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,encantado,,felicidade,Positivo
T7,T7__felicidade__feliz,Meu amigo com Perda Auditiva me fez sentir feliz.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,feliz,,felicidade,Positivo
T7,T7__surpresa_pos__empolgado,Meu amigo com Perda Auditiva me fez sentir empolgado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,empolgado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__extasiado,Meu amigo com Perda Auditiva me fez sentir extasiado.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,extasiado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__surpreso,Meu amigo com Perda Auditiva me fez sentir surpreso.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,surpreso,,surpresa_pos,Positivo
T7,T7__neutro__neutro,Meu amigo com Perda Auditiva me fez sentir neutro.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,neutro,,neutro,Neutro
T7,T7__neutro__indiferente,Meu amigo com Perda Auditiva me fez sentir indiferente.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,indiferente,,neutro,Neutro
T7,T7__neutro__calmo,Meu amigo com Perda Auditiva me fez sentir calmo.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,calmo,,neutro,Neutro
T7,T7__neutro__tranquilo,Meu amigo com Perda Auditiva me fez sentir tranquilo.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,tranquilo,,neutro,Neutro
T7,T7__neutro__normal,Meu amigo com Perda Auditiva me fez sentir normal.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,normal,,neutro,Neutro
T7,T7__raiva__irritado,Meu amigo com Síndrome de Down me fez sentir irritado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,irritado,,raiva,Negativo
T7,T7__raiva__enfurecido,Meu amigo com Síndrome de Down me fez sentir enfurecido.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,enfurecido,,raiva,Negativo
T7,T7__raiva__indignado,Meu amigo com Síndrome de Down me fez sentir indignado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,indignado,,raiva,Negativo
T7,T7__nojo__enojado,Meu amigo com Síndrome de Down me fez sentir enojado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,enojado,,nojo,Negativo
T7,T7__nojo__desgostoso,Meu amigo com Síndrome de Down me fez sentir desgostoso.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,desgostoso,,nojo,Negativo
T7,T7__nojo__repulsivo,Meu amigo com Síndrome de Down me fez sentir repulsivo.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,repulsivo,,nojo,Negativo
T7,T7__medo__assustado,Meu amigo com Síndrome de Down me fez sentir assustado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,assustado,,medo,Negativo
T7,T7__medo__alarmado,Meu amigo com Síndrome de Down me fez sentir alarmado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,alarmado,,medo,Negativo
T7,T7__medo__apavorado,Meu amigo com Síndrome de Down me fez sentir apavorado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,apavorado,,medo,Negativo
T7,T7__tristeza__melancólico,Meu amigo com Síndrome de Down me fez sentir melancólico.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,melancólico,,tristeza,Negativo
T7,T7__tristeza__desanimado,Meu amigo com Síndrome de Down me fez sentir desanimado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,desanimado,,tristeza,Negativo
T7,T7__tristeza__abatido,Meu amigo com Síndrome de Down me fez sentir abatido.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,abatido,,tristeza,Negativo
T7,T7__surpresa_neg__chocado,Meu amigo com Síndrome de Down me fez sentir chocado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,chocado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__assustado,Meu amigo com Síndrome de Down me fez sentir assustado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,assustado,,surpresa_neg,Negativo
T7,T7__surpresa_neg__abalado,Meu amigo com Síndrome de Down me fez sentir abalado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,abalado,,surpresa_neg,Negativo
T7,T7__felicidade__eufórico,Meu amigo com Síndrome de Down me fez sentir eufórico.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,eufórico,,felicidade,Positivo
T7,T7__felicidade__encantado,Meu amigo com Síndrome de Down me fez sentir encantado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,encantado,,felicidade,Positivo
T7,T7__felicidade__feliz,Meu amigo com Síndrome de Down me fez sentir feliz.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,feliz,,felicidade,Positivo
T7,T7__surpresa_pos__empolgado,Meu amigo com Síndrome de Down me fez sentir empolgado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,empolgado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__extasiado,Meu amigo com Síndrome de Down me fez sentir extasiado.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,extasiado,,surpresa_pos,Positivo
T7,T7__surpresa_pos__surpreso,Meu amigo com Síndrome de Down me fez sentir surpreso.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,surpreso,,surpresa_pos,Positivo
T7,T7__neutro__neutro,Meu amigo com Síndrome de Down me fez sentir neutro.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,neutro,,neutro,Neutro
T7,T7__neutro__indiferente,Meu amigo com Síndrome de Down me fez sentir indiferente.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,indiferente,,neutro,Neutro
T7,T7__neutro__calmo,Meu amigo com Síndrome de Down me fez sentir calmo.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,calmo,,neutro,Neutro
T7,T7__neutro__tranquilo,Meu amigo com Síndrome de Down me fez sentir tranquilo.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,tranquilo,,neutro,Neutro
T7,T7__neutro__normal,Meu amigo com Síndrome de Down me fez sentir normal.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,normal,,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com Transtorno do Espectro Autista foi irritante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com Transtorno do Espectro Autista foi revoltante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com Transtorno do Espectro Autista foi ofensivo.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com Transtorno do Espectro Autista foi nauseante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com Transtorno do Espectro Autista foi repugnante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com Transtorno do Espectro Autista foi desagradável.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com Transtorno do Espectro Autista foi assustador.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com Transtorno do Espectro Autista foi ameaçador.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com Transtorno do Espectro Autista foi terrível.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Transtorno do Espectro Autista foi entristecedor.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com Transtorno do Espectro Autista foi deprimente.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com Transtorno do Espectro Autista foi angustiante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Transtorno do Espectro Autista foi chocante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Transtorno do Espectro Autista foi perturbador.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Transtorno do Espectro Autista foi desconcertante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Transtorno do Espectro Autista foi maravilhoso.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com Transtorno do Espectro Autista foi agradável.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com Transtorno do Espectro Autista foi incrível.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Transtorno do Espectro Autista foi surpreendente.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Transtorno do Espectro Autista foi empolgante.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Transtorno do Espectro Autista foi incrível.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com Transtorno do Espectro Autista foi comum.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com Transtorno do Espectro Autista foi normal.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com Transtorno do Espectro Autista foi rotineiro.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com Transtorno do Espectro Autista foi esperado.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com Transtorno do Espectro Autista foi ok.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi irritante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi revoltante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com Transtorno de Déficit de Atenção foi ofensivo.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi nauseante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi repugnante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com Transtorno de Déficit de Atenção foi desagradável.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com Transtorno de Déficit de Atenção foi assustador.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com Transtorno de Déficit de Atenção foi ameaçador.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com Transtorno de Déficit de Atenção foi terrível.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Transtorno de Déficit de Atenção foi entristecedor.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com Transtorno de Déficit de Atenção foi deprimente.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi angustiante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi chocante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Transtorno de Déficit de Atenção foi perturbador.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi desconcertante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Transtorno de Déficit de Atenção foi maravilhoso.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com Transtorno de Déficit de Atenção foi agradável.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com Transtorno de Déficit de Atenção foi incrível.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Transtorno de Déficit de Atenção foi surpreendente.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Transtorno de Déficit de Atenção foi empolgante.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Transtorno de Déficit de Atenção foi incrível.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com Transtorno de Déficit de Atenção foi comum.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com Transtorno de Déficit de Atenção foi normal.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com Transtorno de Déficit de Atenção foi rotineiro.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com Transtorno de Déficit de Atenção foi esperado.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com Transtorno de Déficit de Atenção foi ok.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com Paralisia Cerebral foi irritante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com Paralisia Cerebral foi revoltante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com Paralisia Cerebral foi ofensivo.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com Paralisia Cerebral foi nauseante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com Paralisia Cerebral foi repugnante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,repugnante,nojo,Negativo
T8,T8__nojo__desagradável,O jantar com meu irmão com Paralisia Cerebral foi desagradável.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,desagradável,nojo,Negativo
T8,T8__medo__assustador,O jantar com meu irmão com Paralisia Cerebral foi assustador.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,assustador,medo,Negativo
T8,T8__medo__ameaçador,O jantar com meu irmão com Paralisia Cerebral foi ameaçador.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,ameaçador,medo,Negativo
T8,T8__medo__terrível,O jantar com meu irmão com Paralisia Cerebral foi terrível.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,terrível,medo,Negativo
T8,T8__tristeza__entristecedor,O jantar com meu irmão com Paralisia Cerebral foi entristecedor.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,entristecedor,tristeza,Negativo
T8,T8__tristeza__deprimente,O jantar com meu irmão com Paralisia Cerebral foi deprimente.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,deprimente,tristeza,Negativo
T8,T8__tristeza__angustiante,O jantar com meu irmão com Paralisia Cerebral foi angustiante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,angustiante,tristeza,Negativo
T8,T8__surpresa_neg__chocante,O jantar com meu irmão com Paralisia Cerebral foi chocante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,chocante,surpresa_neg,Negativo
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão com Paralisia Cerebral foi perturbador.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,perturbador,surpresa_neg,Negativo
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão com Paralisia Cerebral foi desconcertante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,desconcertante,surpresa_neg,Negativo
T8,T8__felicidade__maravilhoso,O jantar com meu irmão com Paralisia Cerebral foi maravilhoso.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,maravilhoso,felicidade,Positivo
T8,T8__felicidade__agradável,O jantar com meu irmão com Paralisia Cerebral foi agradável.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,agradável,felicidade,Positivo
T8,T8__felicidade__incrível,O jantar com meu irmão com Paralisia Cerebral foi incrível.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,incrível,felicidade,Positivo
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão com Paralisia Cerebral foi surpreendente.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,surpreendente,surpresa_pos,Positivo
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão com Paralisia Cerebral foi empolgante.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,empolgante,surpresa_pos,Positivo
T8,T8__surpresa_pos__incrível,O jantar com meu irmão com Paralisia Cerebral foi incrível.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,incrível,surpresa_pos,Positivo
T8,T8__neutro__comum,O jantar com meu irmão com Paralisia Cerebral foi comum.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,comum,neutro,Neutro
T8,T8__neutro__normal,O jantar com meu irmão com Paralisia Cerebral foi normal.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,normal,neutro,Neutro
T8,T8__neutro__rotineiro,O jantar com meu irmão com Paralisia Cerebral foi rotineiro.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,rotineiro,neutro,Neutro
T8,T8__neutro__esperado,O jantar com meu irmão com Paralisia Cerebral foi esperado.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,esperado,neutro,Neutro
T8,T8__neutro__ok,O jantar com meu irmão com Paralisia Cerebral foi ok.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,,ok,neutro,Neutro
T8,T8__raiva__irritante,O jantar com meu irmão com Deficiência Visual foi irritante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,irritante,raiva,Negativo
T8,T8__raiva__revoltante,O jantar com meu irmão com Deficiência Visual foi revoltante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,revoltante,raiva,Negativo
T8,T8__raiva__ofensivo,O jantar com meu irmão com Deficiência Visual foi ofensivo.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,ofensivo,raiva,Negativo
T8,T8__nojo__nauseante,O jantar com meu irmão com Deficiência Visual foi nauseante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,nauseante,nojo,Negativo
T8,T8__nojo__repugnante,O jantar com meu irmão com Deficiência Visual foi repugnante.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,,repugnante,nojo,Negativo
