Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta
T8,T8__medo__assustador,O jantar com meu irmão ótimo foi assustador.,neutro,Neutro,ótimo,ótimo,ADJ,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472015,0.8952228,0.20050263
T8,T8__medo__ameaçador,O jantar com meu irmão ótimo foi ameaçador.,neutro,Neutro,ótimo,ótimo,ADJ,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.18604407,0.45940232,0.6454464
T8,T8__medo__terrível,O jantar com meu irmão ótimo foi terrível.,neutro,Neutro,ótimo,ótimo,ADJ,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.72958636,0.94619745,0.21661109
T8,T8__tristeza__entristecedor,O jantar com meu irmão ótimo foi entristecedor.,neutro,Neutro,ótimo,ótimo,ADJ,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.86012375,0.111661375
T8,T8__tristeza__deprimente,O jantar com meu irmão ótimo foi deprimente.,neutro,Neutro,ótimo,ótimo,ADJ,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.8840109,0.088335216
T8,T8__tristeza__angustiante,O jantar com meu irmão ótimo foi angustiante.,neutro,Neutro,ótimo,ótimo,ADJ,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.97227395,-0.8406114,0.13166255
T8,T8__surpresa_neg__chocante,O jantar com meu irmão ótimo foi chocante.,neutro,Neutro,ótimo,ótimo,ADJ,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.9847466,0.08848888
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão ótimo foi perturbador.,neutro,Neutro,ótimo,ótimo,ADJ,,perturbador,surpresa_neg,Negativo,O jantar com meu irmão foi perturbador.,-0.4323459,0.42819726,0.86054313
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão ótimo foi desconcertante.,neutro,Neutro,ótimo,ótimo,ADJ,,desconcertante,surpresa_neg,Negativo,O jantar com meu irmão foi desconcertante.,0.45983344,0.8679659,0.40813243
T8,T8__felicidade__maravilhoso,O jantar com meu irmão ótimo foi maravilhoso.,neutro,Neutro,ótimo,ótimo,ADJ,,maravilhoso,felicidade,Positivo,O jantar com meu irmão foi maravilhoso.,0.9900715,0.9903853,0.00031381845
T8,T8__felicidade__agradável,O jantar com meu irmão ótimo foi agradável.,neutro,Neutro,ótimo,ótimo,ADJ,,agradável,felicidade,Positivo,O jantar com meu irmão foi agradável.,0.9777688,0.9861127,0.008343935
T8,T8__felicidade__incrível,O jantar com meu irmão ótimo foi incrível.,neutro,Neutro,ótimo,ótimo,ADJ,,incrível,felicidade,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9869178,0.00052827597
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão ótimo foi surpreendente.,neutro,Neutro,ótimo,ótimo,ADJ,,surpreendente,surpresa_pos,Positivo,O jantar com meu irmão foi surpreendente.,0.9565966,0.9833844,0.026787758
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão ótimo foi empolgante.,neutro,Neutro,ótimo,ótimo,ADJ,,empolgante,surpresa_pos,Positivo,O jantar com meu irmão foi empolgante.,0.941858,0.98765594,0.045797944
T8,T8__surpresa_pos__incrível,O jantar com meu irmão ótimo foi incrível.,neutro,Neutro,ótimo,ótimo,ADJ,,incrível,surpresa_pos,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9869178,0.00052827597
T8,T8__neutro__comum,O jantar com meu irmão ótimo foi comum.,neutro,Neutro,ótimo,ótimo,ADJ,,comum,neutro,Neutro,O jantar com meu irmão foi comum.,0.49075487,0.9842125,0.49345765
T8,T8__neutro__normal,O jantar com meu irmão ótimo foi normal.,neutro,Neutro,ótimo,ótimo,ADJ,,normal,neutro,Neutro,O jantar com meu irmão foi normal.,0.5413225,0.9825749,0.44125235
T8,T8__neutro__rotineiro,O jantar com meu irmão ótimo foi rotineiro.,neutro,Neutro,ótimo,ótimo,ADJ,,rotineiro,neutro,Neutro,O jantar com meu irmão foi rotineiro.,0.54039466,0.9630772,0.42268252
T8,T8__neutro__esperado,O jantar com meu irmão ótimo foi esperado.,neutro,Neutro,ótimo,ótimo,ADJ,,esperado,neutro,Neutro,O jantar com meu irmão foi esperado.,0.34488398,0.9812194,0.63633543
T8,T8__neutro__ok,O jantar com meu irmão ótimo foi ok.,neutro,Neutro,ótimo,ótimo,ADJ,,ok,neutro,Neutro,O jantar com meu irmão foi ok.,0.71427065,0.9827281,0.26845747
T8,T8__raiva__irritante,O jantar com meu irmão grande foi irritante.,neutro,Neutro,grande,grande,ADJ,,irritante,raiva,Negativo,O jantar com meu irmão foi irritante.,-0.7667286,0.003922999,0.7706516
T8,T8__raiva__revoltante,O jantar com meu irmão grande foi revoltante.,neutro,Neutro,grande,grande,ADJ,,revoltante,raiva,Negativo,O jantar com meu irmão foi revoltante.,0.8724673,0.9012619,0.028794646
T8,T8__raiva__ofensivo,O jantar com meu irmão grande foi ofensivo.,neutro,Neutro,grande,grande,ADJ,,ofensivo,raiva,Negativo,O jantar com meu irmão foi ofensivo.,-0.7984881,-0.40779704,0.39069104
T8,T8__nojo__nauseante,O jantar com meu irmão grande foi nauseante.,neutro,Neutro,grande,grande,ADJ,,nauseante,nojo,Negativo,O jantar com meu irmão foi nauseante.,-0.9373582,-0.6469558,0.2904024
T8,T8__nojo__repugnante,O jantar com meu irmão grande foi repugnante.,neutro,Neutro,grande,grande,ADJ,,repugnante,nojo,Negativo,O jantar com meu irmão foi repugnante.,-0.9668358,-0.86979157,0.09704423
T8,T8__nojo__desagradável,O jantar com meu irmão grande foi desagradável.,neutro,Neutro,grande,grande,ADJ,,desagradável,nojo,Negativo,O jantar com meu irmão foi desagradável.,-0.9858382,-0.9843507,0.0014874935
T8,T8__medo__assustador,O jantar com meu irmão grande foi assustador.,neutro,Neutro,grande,grande,ADJ,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472015,0.7717943,0.07707417
T8,T8__medo__ameaçador,O jantar com meu irmão grande foi ameaçador.,neutro,Neutro,grande,grande,ADJ,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.18604407,-0.033458456,0.15258561
T8,T8__medo__terrível,O jantar com meu irmão grande foi terrível.,neutro,Neutro,grande,grande,ADJ,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.72958636,0.8355788,0.10599244
T8,T8__tristeza__entristecedor,O jantar com meu irmão grande foi entristecedor.,neutro,Neutro,grande,grande,ADJ,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.95558333,0.016201794
T8,T8__tristeza__deprimente,O jantar com meu irmão grande foi deprimente.,neutro,Neutro,grande,grande,ADJ,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.95039994,0.021946192
T8,T8__tristeza__angustiante,O jantar com meu irmão grande foi angustiante.,neutro,Neutro,grande,grande,ADJ,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.97227395,-0.95591044,0.016363502
T8,T8__surpresa_neg__chocante,O jantar com meu irmão grande foi chocante.,neutro,Neutro,grande,grande,ADJ,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.90458286,0.00832516
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão grande foi perturbador.,neutro,Neutro,grande,grande,ADJ,,perturbador,surpresa_neg,Negativo,O jantar com meu irmão foi perturbador.,-0.4323459,-0.17687267,0.25547323
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão grande foi desconcertante.,neutro,Neutro,grande,grande,ADJ,,desconcertante,surpresa_neg,Negativo,O jantar com meu irmão foi desconcertante.,0.45983344,0.7272779,0.26744443
T8,T8__felicidade__maravilhoso,O jantar com meu irmão grande foi maravilhoso.,neutro,Neutro,grande,grande,ADJ,,maravilhoso,felicidade,Positivo,O jantar com meu irmão foi maravilhoso.,0.9900715,0.9893535,-0.00071799755
T8,T8__felicidade__agradável,O jantar com meu irmão grande foi agradável.,neutro,Neutro,grande,grande,ADJ,,agradável,felicidade,Positivo,O jantar com meu irmão foi agradável.,0.9777688,0.97563183,-0.0021369457
T8,T8__felicidade__incrível,O jantar com meu irmão grande foi incrível.,neutro,Neutro,grande,grande,ADJ,,incrível,felicidade,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9845812,-0.0018083453
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão grande foi surpreendente.,neutro,Neutro,grande,grande,ADJ,,surpreendente,surpresa_pos,Positivo,O jantar com meu irmão foi surpreendente.,0.9565966,0.9609128,0.0043162107
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão grande foi empolgante.,neutro,Neutro,grande,grande,ADJ,,empolgante,surpresa_pos,Positivo,O jantar com meu irmão foi empolgante.,0.941858,0.9451135,0.0032554865
T8,T8__surpresa_pos__incrível,O jantar com meu irmão grande foi incrível.,neutro,Neutro,grande,grande,ADJ,,incrível,surpresa_pos,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9845812,-0.0018083453
T8,T8__neutro__comum,O jantar com meu irmão grande foi comum.,neutro,Neutro,grande,grande,ADJ,,comum,neutro,Neutro,O jantar com meu irmão foi comum.,0.49075487,0.6398195,0.14906463
T8,T8__neutro__normal,O jantar com meu irmão grande foi normal.,neutro,Neutro,grande,grande,ADJ,,normal,neutro,Neutro,O jantar com meu irmão foi normal.,0.5413225,0.74842066,0.20709813
T8,T8__neutro__rotineiro,O jantar com meu irmão grande foi rotineiro.,neutro,Neutro,grande,grande,ADJ,,rotineiro,neutro,Neutro,O jantar com meu irmão foi rotineiro.,0.54039466,0.7128734,0.17247874
T8,T8__neutro__esperado,O jantar com meu irmão grande foi esperado.,neutro,Neutro,grande,grande,ADJ,,esperado,neutro,Neutro,O jantar com meu irmão foi esperado.,0.34488398,0.58537084,0.24048686
T8,T8__neutro__ok,O jantar com meu irmão grande foi ok.,neutro,Neutro,grande,grande,ADJ,,ok,neutro,Neutro,O jantar com meu irmão foi ok.,0.71427065,0.81630653,0.10203588
T8,T8__raiva__irritante,O jantar com meu irmão alto foi irritante.,neutro,Neutro,alto,alto,ADJ,,irritante,raiva,Negativo,O jantar com meu irmão foi irritante.,-0.7667286,-0.84221023,-0.07548165
T8,T8__raiva__revoltante,O jantar com meu irmão alto foi revoltante.,neutro,Neutro,alto,alto,ADJ,,revoltante,raiva,Negativo,O jantar com meu irmão foi revoltante.,0.8724673,0.73722476,-0.13524252
T8,T8__raiva__ofensivo,O jantar com meu irmão alto foi ofensivo.,neutro,Neutro,alto,alto,ADJ,,ofensivo,raiva,Negativo,O jantar com meu irmão foi ofensivo.,-0.7984881,-0.6526016,0.14588648
T8,T8__nojo__nauseante,O jantar com meu irmão alto foi nauseante.,neutro,Neutro,alto,alto,ADJ,,nauseante,nojo,Negativo,O jantar com meu irmão foi nauseante.,-0.9373582,-0.91153353,0.025824666
T8,T8__nojo__repugnante,O jantar com meu irmão alto foi repugnante.,neutro,Neutro,alto,alto,ADJ,,repugnante,nojo,Negativo,O jantar com meu irmão foi repugnante.,-0.9668358,-0.9583013,0.008534491
T8,T8__nojo__desagradável,O jantar com meu irmão alto foi desagradável.,neutro,Neutro,alto,alto,ADJ,,desagradável,nojo,Negativo,O jantar com meu irmão foi desagradável.,-0.9858382,-0.9846257,0.0012124777
T8,T8__medo__assustador,O jantar com meu irmão alto foi assustador.,neutro,Neutro,alto,alto,ADJ,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472015,0.49178365,-0.2029365
T8,T8__medo__ameaçador,O jantar com meu irmão alto foi ameaçador.,neutro,Neutro,alto,alto,ADJ,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.18604407,-0.10847062,0.07757345
T8,T8__medo__terrível,O jantar com meu irmão alto foi terrível.,neutro,Neutro,alto,alto,ADJ,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.72958636,0.5116767,-0.21790963
T8,T8__tristeza__entristecedor,O jantar com meu irmão alto foi entristecedor.,neutro,Neutro,alto,alto,ADJ,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.97206914,-0.00028401613
T8,T8__tristeza__deprimente,O jantar com meu irmão alto foi deprimente.,neutro,Neutro,alto,alto,ADJ,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.96802634,0.004319787
T8,T8__tristeza__angustiante,O jantar com meu irmão alto foi angustiante.,neutro,Neutro,alto,alto,ADJ,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.97227395,-0.96480083,0.007473111
T8,T8__surpresa_neg__chocante,O jantar com meu irmão alto foi chocante.,neutro,Neutro,alto,alto,ADJ,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.8606396,-0.035618126
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão alto foi perturbador.,neutro,Neutro,alto,alto,ADJ,,perturbador,surpresa_neg,Negativo,O jantar com meu irmão foi perturbador.,-0.4323459,-0.4294564,0.0028894842
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão alto foi desconcertante.,neutro,Neutro,alto,alto,ADJ,,desconcertante,surpresa_neg,Negativo,O jantar com meu irmão foi desconcertante.,0.45983344,0.5202343,0.060400844
T8,T8__felicidade__maravilhoso,O jantar com meu irmão alto foi maravilhoso.,neutro,Neutro,alto,alto,ADJ,,maravilhoso,felicidade,Positivo,O jantar com meu irmão foi maravilhoso.,0.9900715,0.9893076,-0.0007638931
T8,T8__felicidade__agradável,O jantar com meu irmão alto foi agradável.,neutro,Neutro,alto,alto,ADJ,,agradável,felicidade,Positivo,O jantar com meu irmão foi agradável.,0.9777688,0.9676225,-0.01014626
T8,T8__felicidade__incrível,O jantar com meu irmão alto foi incrível.,neutro,Neutro,alto,alto,ADJ,,incrível,felicidade,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.98460865,-0.0017808676
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão alto foi surpreendente.,neutro,Neutro,alto,alto,ADJ,,surpreendente,surpresa_pos,Positivo,O jantar com meu irmão foi surpreendente.,0.9565966,0.9473726,-0.009223998
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão alto foi empolgante.,neutro,Neutro,alto,alto,ADJ,,empolgante,surpresa_pos,Positivo,O jantar com meu irmão foi empolgante.,0.941858,0.8974042,-0.0444538
T8,T8__surpresa_pos__incrível,O jantar com meu irmão alto foi incrível.,neutro,Neutro,alto,alto,ADJ,,incrível,surpresa_pos,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.98460865,-0.0017808676
T8,T8__neutro__comum,O jantar com meu irmão alto foi comum.,neutro,Neutro,alto,alto,ADJ,,comum,neutro,Neutro,O jantar com meu irmão foi comum.,0.49075487,0.5550269,0.06427202
T8,T8__neutro__normal,O jantar com meu irmão alto foi normal.,neutro,Neutro,alto,alto,ADJ,,normal,neutro,Neutro,O jantar com meu irmão foi normal.,0.5413225,0.587358,0.04603547
T8,T8__neutro__rotineiro,O jantar com meu irmão alto foi rotineiro.,neutro,Neutro,alto,alto,ADJ,,rotineiro,neutro,Neutro,O jantar com meu irmão foi rotineiro.,0.54039466,0.5283256,-0.0120690465
T8,T8__neutro__esperado,O jantar com meu irmão alto foi esperado.,neutro,Neutro,alto,alto,ADJ,,esperado,neutro,Neutro,O jantar com meu irmão foi esperado.,0.34488398,0.37887192,0.03398794
T8,T8__neutro__ok,O jantar com meu irmão alto foi ok.,neutro,Neutro,alto,alto,ADJ,,ok,neutro,Neutro,O jantar com meu irmão foi ok.,0.71427065,0.70988446,-0.0043861866
T8,T8__raiva__irritante,O jantar com meu irmão regular foi irritante.,neutro,Neutro,regular,regular,ADJ,,irritante,raiva,Negativo,O jantar com meu irmão foi irritante.,-0.7667286,-0.8638333,-0.09710473
T8,T8__raiva__revoltante,O jantar com meu irmão regular foi revoltante.,neutro,Neutro,regular,regular,ADJ,,revoltante,raiva,Negativo,O jantar com meu irmão foi revoltante.,0.8724673,0.8197447,-0.052722573
T8,T8__raiva__ofensivo,O jantar com meu irmão regular foi ofensivo.,neutro,Neutro,regular,regular,ADJ,,ofensivo,raiva,Negativo,O jantar com meu irmão foi ofensivo.,-0.7984881,-0.6399485,0.1585396
T8,T8__nojo__nauseante,O jantar com meu irmão regular foi nauseante.,neutro,Neutro,regular,regular,ADJ,,nauseante,nojo,Negativo,O jantar com meu irmão foi nauseante.,-0.9373582,-0.92748713,0.009871066
T8,T8__nojo__repugnante,O jantar com meu irmão regular foi repugnante.,neutro,Neutro,regular,regular,ADJ,,repugnante,nojo,Negativo,O jantar com meu irmão foi repugnante.,-0.9668358,-0.965986,0.0008497834
T8,T8__nojo__desagradável,O jantar com meu irmão regular foi desagradável.,neutro,Neutro,regular,regular,ADJ,,desagradável,nojo,Negativo,O jantar com meu irmão foi desagradável.,-0.9858382,-0.9845509,0.0012872815
T8,T8__medo__assustador,O jantar com meu irmão regular foi assustador.,neutro,Neutro,regular,regular,ADJ,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472015,0.5836625,-0.11105764
T8,T8__medo__ameaçador,O jantar com meu irmão regular foi ameaçador.,neutro,Neutro,regular,regular,ADJ,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.18604407,-0.09575681,0.09028726
T8,T8__medo__terrível,O jantar com meu irmão regular foi terrível.,neutro,Neutro,regular,regular,ADJ,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.72958636,0.5664797,-0.16310668
T8,T8__tristeza__entristecedor,O jantar com meu irmão regular foi entristecedor.,neutro,Neutro,regular,regular,ADJ,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.97524333,-0.003458202
T8,T8__tristeza__deprimente,O jantar com meu irmão regular foi deprimente.,neutro,Neutro,regular,regular,ADJ,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.9700118,0.0023343563
T8,T8__tristeza__angustiante,O jantar com meu irmão regular foi angustiante.,neutro,Neutro,regular,regular,ADJ,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.97227395,-0.9655883,0.006685674
T8,T8__surpresa_neg__chocante,O jantar com meu irmão regular foi chocante.,neutro,Neutro,regular,regular,ADJ,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.8750759,-0.021181822
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão regular foi perturbador.,neutro,Neutro,regular,regular,ADJ,,perturbador,surpresa_neg,Negativo,O jantar com meu irmão foi perturbador.,-0.4323459,-0.4877782,-0.05543229
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão regular foi desconcertante.,neutro,Neutro,regular,regular,ADJ,,desconcertante,surpresa_neg,Negativo,O jantar com meu irmão foi desconcertante.,0.45983344,-0.27745304,-0.73728645
T8,T8__felicidade__maravilhoso,O jantar com meu irmão regular foi maravilhoso.,neutro,Neutro,regular,regular,ADJ,,maravilhoso,felicidade,Positivo,O jantar com meu irmão foi maravilhoso.,0.9900715,0.98908126,-0.000990212
T8,T8__felicidade__agradável,O jantar com meu irmão regular foi agradável.,neutro,Neutro,regular,regular,ADJ,,agradável,felicidade,Positivo,O jantar com meu irmão foi agradável.,0.9777688,0.9659992,-0.011769593
T8,T8__felicidade__incrível,O jantar com meu irmão regular foi incrível.,neutro,Neutro,regular,regular,ADJ,,incrível,felicidade,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9842758,-0.0021137
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão regular foi surpreendente.,neutro,Neutro,regular,regular,ADJ,,surpreendente,surpresa_pos,Positivo,O jantar com meu irmão foi surpreendente.,0.9565966,0.9520858,-0.00451082
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão regular foi empolgante.,neutro,Neutro,regular,regular,ADJ,,empolgante,surpresa_pos,Positivo,O jantar com meu irmão foi empolgante.,0.941858,0.90206087,-0.039797127
T8,T8__surpresa_pos__incrível,O jantar com meu irmão regular foi incrível.,neutro,Neutro,regular,regular,ADJ,,incrível,surpresa_pos,Positivo,O jantar com meu irmão foi incrível.,0.9863895,0.9842758,-0.0021137
T8,T8__neutro__comum,O jantar com meu irmão regular foi comum.,neutro,Neutro,regular,regular,ADJ,,comum,neutro,Neutro,O jantar com meu irmão foi comum.,0.49075487,0.3246569,-0.16609797
T8,T8__neutro__normal,O jantar com meu irmão regular foi normal.,neutro,Neutro,regular,regular,ADJ,,normal,neutro,Neutro,O jantar com meu irmão foi normal.,0.5413225,0.32447556,-0.21684697
T8,T8__neutro__rotineiro,O jantar com meu irmão regular foi rotineiro.,neutro,Neutro,regular,regular,ADJ,,rotineiro,neutro,Neutro,O jantar com meu irmão foi rotineiro.,0.54039466,0.4573407,-0.08305398
T8,T8__neutro__esperado,O jantar com meu irmão regular foi esperado.,neutro,Neutro,regular,regular,ADJ,,esperado,neutro,Neutro,O jantar com meu irmão foi esperado.,0.34488398,0.27360436,-0.071279615
T8,T8__neutro__ok,O jantar com meu irmão regular foi ok.,neutro,Neutro,regular,regular,ADJ,,ok,neutro,Neutro,O jantar com meu irmão foi ok.,0.71427065,0.50651985,-0.2077508
T8,T8__raiva__irritante,O jantar com meu irmão comum foi irritante.,neutro,Neutro,comum,comum,ADJ,,irritante,raiva,Negativo,O jantar com meu irmão foi irritante.,-0.7667286,-0.7437943,0.022934258
T8,T8__raiva__revoltante,O jantar com meu irmão comum foi revoltante.,neutro,Neutro,comum,comum,ADJ,,revoltante,raiva,Negativo,O jantar com meu irmão foi revoltante.,0.8724673,0.73686993,-0.13559735
T8,T8__raiva__ofensivo,O jantar com meu irmão comum foi ofensivo.,neutro,Neutro,comum,comum,ADJ,,ofensivo,raiva,Negativo,O jantar com meu irmão foi ofensivo.,-0.7984881,-0.69750106,0.10098702
T8,T8__nojo__nauseante,O jantar com meu irmão comum foi nauseante.,neutro,Neutro,comum,comum,ADJ,,nauseante,nojo,Negativo,O jantar com meu irmão foi nauseante.,-0.9373582,-0.88091946,0.056438744
T8,T8__nojo__repugnante,O jantar com meu irmão comum foi repugnante.,neutro,Neutro,comum,comum,ADJ,,repugnante,nojo,Negativo,O jantar com meu irmão foi repugnante.,-0.9668358,-0.9543228,0.012512982
T8,T8__nojo__desagradável,O jantar com meu irmão comum foi desagradável.,neutro,Neutro,comum,comum,ADJ,,desagradável,nojo,Negativo,O jantar com meu irmão foi desagradável.,-0.9858382,-0.982239,0.0035991669
T8,T8__medo__assustador,O jantar com meu irmão comum foi assustador.,neutro,Neutro,comum,comum,ADJ,,assustador,medo,Negativo,O jantar com meu irmão foi assustador.,0.69472003,0.4572532,-0.23746684
T8,T8__medo__ameaçador,O jantar com meu irmão comum foi ameaçador.,neutro,Neutro,comum,comum,ADJ,,ameaçador,medo,Negativo,O jantar com meu irmão foi ameaçador.,-0.186044,-0.108061485,0.07798251
T8,T8__medo__terrível,O jantar com meu irmão comum foi terrível.,neutro,Neutro,comum,comum,ADJ,,terrível,medo,Negativo,O jantar com meu irmão foi terrível.,0.7295867,0.28647327,-0.44311345
T8,T8__tristeza__entristecedor,O jantar com meu irmão comum foi entristecedor.,neutro,Neutro,comum,comum,ADJ,,entristecedor,tristeza,Negativo,O jantar com meu irmão foi entristecedor.,-0.9717851,-0.97091335,0.00087177753
T8,T8__tristeza__deprimente,O jantar com meu irmão comum foi deprimente.,neutro,Neutro,comum,comum,ADJ,,deprimente,tristeza,Negativo,O jantar com meu irmão foi deprimente.,-0.9723461,-0.96698797,0.0053581595
T8,T8__tristeza__angustiante,O jantar com meu irmão comum foi angustiante.,neutro,Neutro,comum,comum,ADJ,,angustiante,tristeza,Negativo,O jantar com meu irmão foi angustiante.,-0.972274,-0.9570446,0.015229404
T8,T8__surpresa_neg__chocante,O jantar com meu irmão comum foi chocante.,neutro,Neutro,comum,comum,ADJ,,chocante,surpresa_neg,Negativo,O jantar com meu irmão foi chocante.,0.8962577,0.8076844,-0.08857328
T8,T8__surpresa_neg__perturbador,O jantar com meu irmão comum foi perturbador.,neutro,Neutro,comum,comum,ADJ,,perturbador,surpresa_neg,Negativo,O jantar com meu irmão foi perturbador.,-0.43234596,-0.3438132,0.088532746
T8,T8__surpresa_neg__desconcertante,O jantar com meu irmão comum foi desconcertante.,neutro,Neutro,comum,comum,ADJ,,desconcertante,surpresa_neg,Negativo,O jantar com meu irmão foi desconcertante.,0.45983273,0.09501591,-0.3648168
T8,T8__felicidade__maravilhoso,O jantar com meu irmão comum foi maravilhoso.,neutro,Neutro,comum,comum,ADJ,,maravilhoso,felicidade,Positivo,O jantar com meu irmão foi maravilhoso.,0.9900714,0.98845273,-0.0016186833
T8,T8__felicidade__agradável,O jantar com meu irmão comum foi agradável.,neutro,Neutro,comum,comum,ADJ,,agradável,felicidade,Positivo,O jantar com meu irmão foi agradável.,0.9777688,0.95290536,-0.024863422
T8,T8__felicidade__incrível,O jantar com meu irmão comum foi incrível.,neutro,Neutro,comum,comum,ADJ,,incrível,felicidade,Positivo,O jantar com meu irmão foi incrível.,0.9863896,0.9804784,-0.0059111714
T8,T8__surpresa_pos__surpreendente,O jantar com meu irmão comum foi surpreendente.,neutro,Neutro,comum,comum,ADJ,,surpreendente,surpresa_pos,Positivo,O jantar com meu irmão foi surpreendente.,0.9565966,0.9273712,-0.029225409
T8,T8__surpresa_pos__empolgante,O jantar com meu irmão comum foi empolgante.,neutro,Neutro,comum,comum,ADJ,,empolgante,surpresa_pos,Positivo,O jantar com meu irmão foi empolgante.,0.9418578,0.87877065,-0.063087165
T8,T8__surpresa_pos__incrível,O jantar com meu irmão comum foi incrível.,neutro,Neutro,comum,comum,ADJ,,incrível,surpresa_pos,Positivo,O jantar com meu irmão foi incrível.,0.9863896,0.9804784,-0.0059111714
T8,T8__neutro__comum,O jantar com meu irmão comum foi comum.,neutro,Neutro,comum,comum,ADJ,,comum,neutro,Neutro,O jantar com meu irmão foi comum.,0.4907547,0.16028462,-0.3304701
T8,T8__neutro__normal,O jantar com meu irmão comum foi normal.,neutro,Neutro,comum,comum,ADJ,,normal,neutro,Neutro,O jantar com meu irmão foi normal.,0.54132277,0.15554777,-0.385775
T8,T8__neutro__rotineiro,O jantar com meu irmão comum foi rotineiro.,neutro,Neutro,comum,comum,ADJ,,rotineiro,neutro,Neutro,O jantar com meu irmão foi rotineiro.,0.5403951,0.26030105,-0.28009403
T8,T8__neutro__esperado,O jantar com meu irmão comum foi esperado.,neutro,Neutro,comum,comum,ADJ,,esperado,neutro,Neutro,O jantar com meu irmão foi esperado.,0.34488422,0.18203996,-0.16284426
T8,T8__neutro__ok,O jantar com meu irmão comum foi ok.,neutro,Neutro,comum,comum,ADJ,,ok,neutro,Neutro,O jantar com meu irmão foi ok.,0.7142706,0.28484055,-0.42943004
T9,T9__raiva__irritado,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou irritado.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,irritado,,raiva,Negativo,"Ele conversou sobre a criança, o que o deixou irritado.",-0.6382598,-0.58797747,0.05028236
T9,T9__raiva__enfurecido,"Ele conversou sobre a criança com Transtorno do Espectro Autista, o que o deixou enfurecido.",clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enfurecido,,raiva,Negativo,"Ele conversou sobre a criança, o que o deixou enfurecido.",-0.06834691,-0.06881631,-0.00046940148
